Date,Closing Balance
28/02/17,109548.35
28/02/17,100000
04/03/17,118000
05/03/17,104000
05/03/17,101250
06/03/17,115250
06/03/17,118000
06/03/17,102000
06/03/17,99250
06/03/17,85250
17/03/17,35250
17/03/17,31750
19/03/17,23322
19/03/17,17868.8
26/03/17,18551.8
31/03/17,127879.8
31/03/17,126319.8
31/03/17,100000
01/04/17,100612
02/04/17,94612
04/04/17,80612
04/04/17,77862
05/04/17,61862
07/04/17,58862
20/04/17,67862
21/04/17,64362
23/04/17,60380.62
28/04/17,174048.62
29/04/17,100000
04/05/17,86000
04/05/17,83250
05/05/17,67250
06/05/17,66250
17/05/17,66500
23/05/17,59921
27/05/17,35207
31/05/17,154163
01/06/17,100000
01/06/17,95170
03/06/17,82170
03/06/17,78420
05/06/17,62420
09/06/17,60420
10/06/17,60430
10/06/17,70430
10/06/17,60430
15/06/17,68430
23/06/17,64234
23/06/17,59734
26/06/17,59616
30/06/17,179712
30/06/17,178712
30/06/17,100000
01/07/17,100709
04/07/17,86709
04/07/17,83959
05/07/17,83472
08/07/17,81965
10/07/17,83022
13/07/17,82942
16/07/17,90942
23/07/17,86905.87
23/07/17,86805.87
23/07/17,86705.87
31/07/17,207942.87
01/08/17,100000
01/08/17,99920
05/08/17,85920
05/08/17,83170
07/08/17,81270
18/08/17,82730
20/08/17,82630
23/08/17,82231
23/08/17,78231
31/08/17,197046
03/09/17,100000
05/09/17,100100
05/09/17,104435
05/09/17,90435
05/09/17,86685
11/09/17,82685
11/09/17,86685
12/09/17,77131
12/09/17,75161.5
18/09/17,83161.5
20/09/17,83661.5
21/09/17,80661.5
22/09/17,80165.5
22/09/17,80041.5
25/09/17,81541.5
25/09/17,83856.5
29/09/17,203332.5
29/09/17,68332.5
30/09/17,69191.5
03/10/17,114191.5
03/10/17,100191.5
03/10/17,96441.5
04/10/17,141441.5
05/10/17,186441.5
06/10/17,182941.5
07/10/17,183941.5
10/10/17,185009.5
10/10/17,100000
16/10/17,99926
16/10/17,99876
23/10/17,107876
28/10/17,107677
30/10/17,106677
30/10/17,106626
30/10/17,106677
30/10/17,106728
30/10/17,106645
31/10/17,106505
31/10/17,224748
02/11/17,225248
04/11/17,225065.7
04/11/17,100000
04/11/17,90000
04/11/17,87750
06/11/17,87629
06/11/17,87779
09/11/17,87879
10/11/17,85379
10/11/17,121990
13/11/17,121740
13/11/17,121890
13/11/17,122040
13/11/17,121890
13/11/17,121740
13/11/17,121890
14/11/17,129890
14/11/17,130040
14/11/17,129875
14/11/17,129901
15/11/17,128493
15/11/17,128094
20/11/17,127665.57
21/11/17,127815.57
23/11/17,112772.57
24/11/17,112622.57
24/11/17,112472.57
24/11/17,112622.57
24/11/17,112772.57
24/11/17,112622.57
24/11/17,112772.57
24/11/17,112622.57
24/11/17,112642.57
24/11/17,112664.57
25/11/17,112657.57
26/11/17,110667.57
27/11/17,110817.57
27/11/17,110967.57
27/11/17,110817.57
30/11/17,110816.57
30/11/17,110827.57
30/11/17,110977.57
30/11/17,110827.57
30/11/17,111098.57
30/11/17,111248.57
30/11/17,111098.57
30/11/17,110948.57
30/11/17,229570.57
30/11/17,230270.57
30/11/17,231405.57
30/11/17,231341.15
01/12/17,231296.63
02/12/17,100000
02/12/17,100001
04/12/17,86001
04/12/17,82501
04/12/17,82651
04/12/17,82501
04/12/17,82651
04/12/17,82501
04/12/17,82351
04/12/17,82501
04/12/17,81262
04/12/17,81112
04/12/17,80962
04/12/17,80977
04/12/17,81603
04/12/17,81753
05/12/17,78253
05/12/17,79253
11/12/17,79403
11/12/17,79253
11/12/17,79403
11/12/17,80403
11/12/17,80253
11/12/17,79203
11/12/17,79053
11/12/17,79083
11/12/17,78933
11/12/17,78951
11/12/17,78968
11/12/17,78818
12/12/17,78968
12/12/17,78818
12/12/17,86818
13/12/17,86753.58
14/12/17,61753.58
14/12/17,62253.58
14/12/17,61753.58
14/12/17,60999.58
15/12/17,58959.58
15/12/17,63979.58
16/12/17,62079.58
18/12/17,62229.58
18/12/17,62079.58
18/12/17,139579.58
18/12/17,139429.58
18/12/17,139579.58
18/12/17,164654.58
18/12/17,164704.58
18/12/17,164755.58
18/12/17,164555.58
18/12/17,164705.58
18/12/17,164855.58
18/12/17,164705.58
18/12/17,164725.58
18/12/17,164800.58
20/12/17,164650.58
20/12/17,164667.58
20/12/17,164167.58
20/12/17,164137.58
20/12/17,164637.58
21/12/17,164787.58
21/12/17,164637.58
22/12/17,179680.58
22/12/17,179530.58
22/12/17,179680.58
23/12/17,79680.58
26/12/17,79830.58
26/12/17,79680.58
26/12/17,79530.58
26/12/17,79380.58
26/12/17,79530.58
26/12/17,79680.58
26/12/17,79530.58
26/12/17,79680.58
29/12/17,198683.58
29/12/17,198833.58
30/12/17,198983.58
31/12/17,197983.58
31/12/17,197953.58
31/12/17,198103.58
31/12/17,197803.58
31/12/17,198889.58
02/01/18,198739.58
02/01/18,198889.58
02/01/18,198739.58
02/01/18,198589.58
02/01/18,198439.58
02/01/18,198289.58
02/01/18,197789.58
02/01/18,197939.58
02/01/18,198089.58
02/01/18,198239.58
02/01/18,198147.58
02/01/18,198647.58
03/01/18,223647.58
03/01/18,209647.58
03/01/18,206147.58
03/01/18,100000
04/01/18,99970
05/01/18,99940
05/01/18,74940
05/01/18,73040
07/01/18,11800.97
08/01/18,46800.97
08/01/18,46950.97
08/01/18,46800.97
08/01/18,46650.97
08/01/18,46800.97
08/01/18,46650.97
08/01/18,46150.97
08/01/18,46000.97
08/01/18,46150.97
08/01/18,46300.97
08/01/18,46150.97
08/01/18,46650.97
11/01/18,46710.97
12/01/18,54710.97
15/01/18,54860.97
15/01/18,54710.97
15/01/18,54560.97
16/01/18,54344.97
19/01/18,54494.97
19/01/18,54344.97
19/01/18,54194.97
19/01/18,53694.97
19/01/18,53844.97
19/01/18,54344.97
21/01/18,52505.97
21/01/18,52655.97
24/01/18,52805.97
24/01/18,52406.97
24/01/18,51936.97
26/01/18,51786.97
26/01/18,51936.97
29/01/18,51756.97
30/01/18,51906.97
30/01/18,49006.97
31/01/18,168886.97
31/01/18,168862.97
31/01/18,168884.97
04/02/18,100000
04/02/18,86000
04/02/18,82500
04/02/18,82650
04/02/18,76650
04/02/18,76665
16/02/18,26665
18/02/18,26007.65
19/02/18,76007.65
23/02/18,76037.65
23/02/18,75910.4
23/02/18,75847.61
24/02/18,75647.61
25/02/18,75582.61
25/02/18,75517.61
25/02/18,75127.61
26/02/18,74127.61
28/02/18,193929.61
01/03/18,209929.61
01/03/18,210929.61
02/03/18,210959.61
05/03/18,198959.61
05/03/18,196209.61
05/03/18,139061.61
08/03/18,138891.61
08/03/18,138726.61
12/03/18,137541.61
12/03/18,137556.61
14/03/18,138589.61
16/03/18,138549.61
16/03/18,138609.61
18/03/18,100000
19/03/18,98010
20/03/18,97980
20/03/18,96235
21/03/18,96385
21/03/18,96235
21/03/18,91235
21/03/18,96235
21/03/18,96155
27/03/18,96005
28/03/18,95105
29/03/18,95059.55
30/03/18,95058.55
30/03/18,212502.55
30/03/18,212612.55
30/03/18,212642.55
31/03/18,100000
31/03/18,48000
01/04/18,48843
02/04/18,48560
03/04/18,45560
03/04/18,45525
03/04/18,45526
04/04/18,44897
04/04/18,47897
04/04/18,33897
04/04/18,33147
04/04/18,33082
04/04/18,32310.55
05/04/18,31812.82
06/04/18,31702.82
06/04/18,31662.82
06/04/18,31627.82
09/04/18,31562.82
09/04/18,31377.82
09/04/18,31182.82
10/04/18,32013.82
10/04/18,31614.82
11/04/18,31604.82
11/04/18,31584.82
11/04/18,29684.82
13/04/18,29714.82
19/04/18,29649.82
19/04/18,28290.82
21/04/18,28236.31
24/04/18,28281.31
26/04/18,28336.31
26/04/18,27261.31
26/04/18,25361.31
28/04/18,25060.31
30/04/18,24997.31
30/04/18,148997.31
30/04/18,148957.89
03/05/18,100000.89
03/05/18,86000.89
03/05/18,83000.89
03/05/18,15900.89
03/05/18,15634.17
04/05/18,15784.17
04/05/18,15734.17
04/05/18,15184.17
06/05/18,15064.65
07/05/18,15063.65
09/05/18,14968.65
09/05/18,14969.65
09/05/18,14949.65
10/05/18,13783.65
11/05/18,13684.14
11/05/18,13609.14
11/05/18,63609.14
11/05/18,13609.14
12/05/18,31609.14
15/05/18,31534.14
15/05/18,31334.14
16/05/18,31354.14
16/05/18,27354.14
16/05/18,27254.63
17/05/18,27219.63
18/05/18,77219.63
19/05/18,27219.63
22/05/18,29219.63
23/05/18,29199.63
23/05/18,29159.63
24/05/18,29114.63
31/05/18,152303.63
01/06/18,152258.63
01/06/18,100000
03/06/18,71062.76
03/06/18,57062.76
03/06/18,54062.76
05/06/18,54024.76
06/06/18,52974.76
07/06/18,52899.76
07/06/18,52869.76
07/06/18,52819.76
07/06/18,51919.76
07/06/18,51820.25
08/06/18,51800.25
10/06/18,50423.25
10/06/18,42423.25
10/06/18,39218.25
15/06/18,39133.25
15/06/18,38983.25
16/06/18,38973.25
16/06/18,38963.25
18/06/18,38973.25
18/06/18,38983.25
19/06/18,38798.25
20/06/18,38756.25
21/06/18,36596.25
25/06/18,36481.25
26/06/18,36836.25
29/06/18,34936.25
29/06/18,165315.25
30/06/18,100000
01/07/18,100368
03/07/18,86368
03/07/18,83368
04/07/18,10002.57
09/07/18,20002.57
10/07/18,19972.57
13/07/18,33972.57
17/07/18,112241.04
18/07/18,112146.04
19/07/18,19877.57
20/07/18,19727.57
20/07/18,19752.57
20/07/18,14752.57
21/07/18,14844.57
21/07/18,14752.57
23/07/18,18752.57
23/07/18,63752.57
23/07/18,94752.57
24/07/18,94717.57
24/07/18,63717.57
24/07/18,62217.57
25/07/18,46969.57
25/07/18,77969.57
25/07/18,77922.05
26/07/18,77847.05
26/07/18,175378.95
26/07/18,77847.05
26/07/18,17847.05
27/07/18,17400.05
31/07/18,140589.05
31/07/18,100000
01/08/18,99700
01/08/18,99625
02/08/18,85625
02/08/18,82625
06/08/18,79048
07/08/18,64048
07/08/18,63998
08/08/18,263998
08/08/18,63998
08/08/18,63958
08/08/18,62458
09/08/18,62385.5
10/08/18,59689.5
11/08/18,64689.5
12/08/18,67885.5
12/08/18,17885.5
14/08/18,16850.5
19/08/18,15850.5
20/08/18,215850.5
20/08/18,15850.5
20/08/18,13950.5
20/08/18,23950.5
21/08/18,23920.5
23/08/18,23845.5
24/08/18,23695.5
24/08/18,23845.5
24/08/18,23815.5
26/08/18,23742.5
26/08/18,48742.5
26/08/18,23742.5
26/08/18,23423.5
31/08/18,151531.5
01/09/18,100000
03/09/18,99960
04/09/18,84960
04/09/18,81960
06/09/18,82780
06/09/18,82742
06/09/18,82647
07/09/18,82612
09/09/18,82061
12/09/18,82136
12/09/18,79136
13/09/18,80636
13/09/18,80650
14/09/18,80620
14/09/18,80505
14/09/18,80473
14/09/18,80378
24/09/18,78358
25/09/18,78458
25/09/18,79058
25/09/18,79068
28/09/18,76346
28/09/18,76496
28/09/18,76480
28/09/18,26480
28/09/18,151941
29/09/18,50000
30/09/18,50504
01/10/18,49504
03/10/18,49469
05/10/18,34969
05/10/18,31969
05/10/18,31937
05/10/18,34659
05/10/18,31937
05/10/18,34659
12/10/18,32759
14/10/18,32260
15/10/18,27045
16/10/18,32045
16/10/18,32195
16/10/18,32045
17/10/18,32544
18/10/18,32574
26/10/18,33074
30/10/18,33394
31/10/18,159989
03/11/18,100000
03/11/18,85500
03/11/18,82500
03/11/18,82209.95
05/11/18,78362.95
06/11/18,78062.95
06/11/18,78105.95
06/11/18,78405.95
06/11/18,78105.95
07/11/18,77605.95
07/11/18,78105.95
07/11/18,77605.95
07/11/18,78105.95
07/11/18,77605.95
10/11/18,77604.19
12/11/18,77104.19
12/11/18,77105.19
12/11/18,77156.19
12/11/18,76490.19
17/11/18,72039.05
17/11/18,69489.9
18/11/18,69332.62
19/11/18,29332.62
19/11/18,29731.62
20/11/18,29711.62
20/11/18,29211.62
20/11/18,29711.62
20/11/18,29211.62
25/11/18,28660.99
29/11/18,28810.99
29/11/18,28660.99
30/11/18,155255.99
03/12/18,154255.99
03/12/18,152855.99
04/12/18,138355.99
04/12/18,135355.99
04/12/18,20355.99
04/12/18,22355.99
04/12/18,20455.99
08/12/18,5456.99
09/12/18,5446.99
09/12/18,4448.99
09/12/18,4425.99
10/12/18,29425.99
10/12/18,29270.99
10/12/18,29120.99
10/12/18,29230.99
13/12/18,31780.14
14/12/18,31779.14
14/12/18,31679.63
14/12/18,31549.62
14/12/18,31566.62
14/12/18,20566.62
16/12/18,20541.62
17/12/18,18382.62
17/12/18,18383.62
21/12/18,17743.62
23/12/18,14390.62
26/12/18,14600.62
26/12/18,14450.62
26/12/18,64450.62
26/12/18,63550.62
27/12/18,13550.62
31/12/18,140145.62
31/12/18,136343.62
01/01/19,136764.62
01/01/19,36764.62
03/01/19,36614.62
04/01/19,22114.62
04/01/19,19114.62
04/01/19,22114.62
04/01/19,122114.62
04/01/19,22114.62
05/01/19,21027.62
05/01/19,21045.62
05/01/19,19527.62
06/01/19,19501.62
06/01/19,19475.62
08/01/19,19175.62
09/01/19,18982.62
10/01/19,18607.62
11/01/19,18578.62
13/01/19,16578.62
13/01/19,16283.62
13/01/19,86283.62
14/01/19,86433.62
14/01/19,86283.62
14/01/19,86296.62
15/01/19,16296.62
17/01/19,16496.62
18/01/19,16071.62
19/01/19,14872.62
19/01/19,10555.34
20/01/19,7555.34
21/01/19,37555.34
21/01/19,38555.34
22/01/19,38615.34
22/01/19,38675.34
22/01/19,38825.34
22/01/19,38885.34
23/01/19,35885.34
24/01/19,38885.34
24/01/19,38735.34
24/01/19,37433.19
24/01/19,33595.87
28/01/19,33745.87
28/01/19,35233.48
28/01/19,35383.48
28/01/19,35233.48
28/01/19,35083.48
29/01/19,34183.48
29/01/19,31225.37
30/01/19,31255.37
30/01/19,31105.37
30/01/19,1105.37
31/01/19,943.98
31/01/19,128295.98
01/02/19,126395.98
01/02/19,126557.37
03/02/19,126556.37
03/02/19,121556.37
03/02/19,121533.37
03/02/19,121510.37
04/02/19,107010.37
04/02/19,104010.37
04/02/19,30000
04/02/19,30100
05/02/19,28600
05/02/19,23600
06/02/19,23601
07/02/19,22877
08/02/19,22977
08/02/19,22462
08/02/19,21757
08/02/19,21619
08/02/19,21159
08/02/19,21004
08/02/19,21048
12/02/19,22549.16
13/02/19,27913.16
13/02/19,22549.16
14/02/19,22793.16
14/02/19,24773.16
18/02/19,24611.77
19/02/19,25286.86
19/02/19,26741.86
19/02/19,27727.98
19/02/19,25747.98
19/02/19,25628.47
19/02/19,27608.47
20/02/19,22655.47
20/02/19,24655.47
20/02/19,22655.47
21/02/19,22618.48
21/02/19,22057.5
22/02/19,21347.5
22/02/19,21367.5
23/02/19,21037.5
25/02/19,20962.5
28/02/19,18822.5
28/02/19,18747.5
28/02/19,153423.5
28/02/19,152961.5
28/02/19,152572.5
28/02/19,25572.5
01/03/19,25538.5
01/03/19,26000.5
01/03/19,25800.5
03/03/19,25765.5
03/03/19,25736.5
04/03/19,11236.5
04/03/19,8236.5
04/03/19,7658.5
05/03/19,9859.82
06/03/19,8484.82
07/03/19,8510.82
08/03/19,8435.82
10/03/19,6908.82
11/03/19,5408.82
12/03/19,5258.82
12/03/19,5333.82
12/03/19,5465.82
13/03/19,5400.82
14/03/19,5330.82
14/03/19,7330.82
14/03/19,5330.82
15/03/19,4466.82
16/03/19,7466.82
19/03/19,7401.82
20/03/19,7336.82
20/03/19,7230.08
20/03/19,8230.08
22/03/19,6808.08
25/03/19,6743.08
25/03/19,6808.08
25/03/19,6743.08
25/03/19,6808.08
25/03/19,6343.08
28/03/19,6213.08
28/03/19,6162.08
28/03/19,6362.08
28/03/19,6162.08
29/03/19,146892.08
29/03/19,108892.08
29/03/19,29892.08
30/03/19,29832.57
01/04/19,30046.57
01/04/19,60046.57
01/04/19,59206.57
01/04/19,29206.57
01/04/19,29356.57
01/04/19,29456.57
01/04/19,29306.57
01/04/19,29806.57
01/04/19,29656.57
01/04/19,29806.57
02/04/19,24806.57
02/04/19,29806.57
03/04/19,29731.57
03/04/19,29806.57
03/04/19,29731.57
03/04/19,29806.57
03/04/19,29906.57
03/04/19,27433.57
03/04/19,12933.57
03/04/19,9933.57
08/04/19,9033.57
10/04/19,8784.57
11/04/19,8082.57
12/04/19,8182.57
15/04/19,8821.57
15/04/19,8971.57
15/04/19,9371.57
15/04/19,9671.57
17/04/19,8771.57
19/04/19,7771.57
19/04/19,8771.57
24/04/19,8770.57
24/04/19,8742.57
24/04/19,7742.57
24/04/19,7368.47
24/04/19,5829.47
25/04/19,6843.47
25/04/19,7533.47
26/04/19,7328.47
26/04/19,7393.47
26/04/19,7893.47
26/04/19,7393.47
26/04/19,7406.47
27/04/19,6877.8
29/04/19,6912.8
29/04/19,6987.8
29/04/19,6976.8
29/04/19,6911.8
30/04/19,129918.8
30/04/19,119918.8
30/04/19,29918.8
01/05/19,28618.8
01/05/19,28425.8
02/05/19,28575.8
02/05/19,28425.8
04/05/19,13925.8
04/05/19,10925.8
04/05/19,11190.8
06/05/19,10719.8
06/05/19,10529.8
13/05/19,10454.8
14/05/19,10324.8
15/05/19,10249.8
15/05/19,9278.8
17/05/19,8378.8
19/05/19,7488.8
20/05/19,7423.8
22/05/19,7064.8
22/05/19,6164.8
25/05/19,6224.8
29/05/19,10224.8
29/05/19,6224.8
31/05/19,18224.8
31/05/19,6224.8
31/05/19,140862.8
31/05/19,20862.8
02/06/19,20213.8
03/06/19,30213.8
03/06/19,16213.8
03/06/19,13213.8
03/06/19,13013.8
05/06/19,12656.31
06/06/19,12459.31
08/06/19,12182.81
10/06/19,12682.81
10/06/19,12182.81
16/06/19,12190.81
17/06/19,11053.81
17/06/19,11058.81
19/06/19,10873.81
19/06/19,11073.81
19/06/19,10873.81
19/06/19,10255.81
19/06/19,10935.81
20/06/19,10873.81
20/06/19,10673.81
21/06/19,9873.81
23/06/19,10023.81
25/06/19,8415.81
25/06/19,8615.81
25/06/19,8415.81
25/06/19,8625.81
28/06/19,139857.81
28/06/19,139457.81
28/06/19,139922.81
28/06/19,29922.81
30/06/19,30036.81
01/07/19,30011.81
02/07/19,29435.81
02/07/19,30011.81
02/07/19,30211.81
02/07/19,30011.81
03/07/19,30331.81
05/07/19,30095.81
07/07/19,15595.81
07/07/19,12595.81
07/07/19,9995.81
11/07/19,9495.81
11/07/19,9415.81
17/07/19,9365.81
21/07/19,10365.81
21/07/19,9365.81
21/07/19,10365.81
21/07/19,9365.81
26/07/19,8465.81
31/07/19,143103.81
31/07/19,30003.81
02/08/19,29003.81
03/08/19,14503.81
03/08/19,11503.81
03/08/19,11277.94
04/08/19,10702.94
04/08/19,10714.94
04/08/19,11214.94
05/08/19,11144.94
08/08/19,10598.94
08/08/19,10199.94
08/08/19,10203.94
08/08/19,10602.94
08/08/19,11241.94
12/08/19,36241.94
12/08/19,11241.94
22/08/19,11520.94
27/08/19,11090.94
27/08/19,10590.94
27/08/19,11090.94
30/08/19,11040.94
30/08/19,145678.94
30/08/19,19678.94
30/08/19,20128.94
30/08/19,20478.94
30/08/19,20078.94
30/08/19,19678.94
01/09/19,19278.94
01/09/19,19678.94
02/09/19,19429.64
03/09/19,4929.64
03/09/19,1929.64
03/09/19,6929.64
05/09/19,6029.64
05/09/19,5230.64
05/09/19,5244.64
06/09/19,5094.64
30/09/19,140111.64
30/09/19,20111.64
01/10/19,20212.64
03/10/19,5712.64
03/10/19,2712.64
12/10/19,22712.64
12/10/19,5428.99
16/10/19,16858.99
24/10/19,27858.99
29/10/19,28108.99
30/10/19,27858.99
31/10/19,159091.99
01/11/19,144591.99
01/11/19,141591.99
01/11/19,31591.99
08/11/19,31627.99
17/11/19,30928.99
17/11/19,30946.99
18/11/19,30646.99
18/11/19,30946.99
21/11/19,36946.99
21/11/19,36966.99
23/11/19,36852.99
24/11/19,36453.99
26/11/19,36433.99
27/11/19,35283.99
28/11/19,35123.99
29/11/19,166356.99
01/12/19,171056.99
02/12/19,30056.99
02/12/19,30126.99
03/12/19,55126.99
03/12/19,40626.99
03/12/19,37626.99
03/12/19,40626.99
04/12/19,37626.99
04/12/19,17626.99
04/12/19,17431.99
04/12/19,37431.99
04/12/19,37438.99
04/12/19,37738.99
04/12/19,12000
08/12/19,35000
08/12/19,12005.79
08/12/19,47761.79
08/12/19,59435.79
08/12/19,14435.79
09/12/19,10397.79
11/12/19,10417.79
13/12/19,10117.79
15/12/19,10015.79
24/12/19,10113.79
24/12/19,10015.79
25/12/19,9865.79
25/12/19,9565.79
25/12/19,9865.79
26/12/19,9965.79
26/12/19,9865.79
26/12/19,9715.79
26/12/19,9865.79
27/12/19,9715.79
27/12/19,9565.79
27/12/19,9715.79
27/12/19,9865.79
27/12/19,9715.79
27/12/19,9866.79
27/12/19,9716.79
27/12/19,9786.79
27/12/19,9936.79
27/12/19,10136.79
27/12/19,10135.79
27/12/19,9936.79
27/12/19,9838.79
27/12/19,9939.79
27/12/19,9838.79
27/12/19,9858.79
28/12/19,9760.79
28/12/19,9858.79
28/12/19,9760.79
28/12/19,9662.79
28/12/19,9562.79
28/12/19,9461.79
28/12/19,9562.79
28/12/19,9660.79
28/12/19,9760.79
28/12/19,9860.79
29/12/19,9880.79
29/12/19,9900.79
29/12/19,9792.79
29/12/19,9692.79
29/12/19,9592.79
29/12/19,9493.79
29/12/19,9394.79
29/12/19,9493.79
29/12/19,9592.79
30/12/19,9692.79
30/12/19,10193.79
30/12/19,9692.79
30/12/19,9542.79
30/12/19,9392.79
30/12/19,9542.79
30/12/19,9392.79
30/12/19,9242.79
30/12/19,9250.79
30/12/19,9400.79
30/12/19,9550.79
31/12/19,9661.79
31/12/19,9550.79
31/12/19,9439.79
31/12/19,9550.79
31/12/19,9451.79
31/12/19,9352.79
31/12/19,9451.79
31/12/19,9350.79
31/12/19,9451.79
31/12/19,144089.79
31/12/19,29089.79
01/01/20,29318.79
01/01/20,29417.79
05/01/20,29428.79
06/01/20,14928.79
06/01/20,11928.79
06/01/20,12078.79
06/01/20,12180.79
08/01/20,11829.79
10/01/20,77397.79
11/01/20,9997.79
13/01/20,10109.79
13/01/20,8900.79
19/01/20,8950.79
19/01/20,9000.79
19/01/20,8900.79
19/01/20,8920.79
20/01/20,8880.79
20/01/20,8780.79
20/01/20,8880.79
20/01/20,8900.79
22/01/20,28900.79
22/01/20,8900.79
22/01/20,8750.79
23/01/20,8712.79
23/01/20,8732.79
24/01/20,8415.79
26/01/20,8315.79
26/01/20,8335.79
28/01/20,8275.79
28/01/20,8295.79
29/01/20,8395.79
31/01/20,150384.79
31/01/20,150359.79
02/02/20,170359.79
02/02/20,170509.79
02/02/20,170359.79
03/02/20,29859.79
04/02/20,15359.79
04/02/20,12359.79
04/02/20,10000
07/02/20,6500
10/02/20,26291
15/02/20,46291
15/02/20,26291
25/02/20,27090
27/02/20,57090
27/02/20,47215
27/02/20,30675
27/02/20,5675
28/02/20,141518
01/03/20,29518
03/03/20,15018
03/03/20,12018
04/03/20,11978
05/03/20,11958
10/03/20,11858
10/03/20,11958
12/03/20,11758
12/03/20,11768
18/03/20,6768
29/03/20,6769
29/03/20,57769
29/03/20,6769
30/03/20,6519
31/03/20,145769
31/03/20,145619
31/03/20,27500
31/03/20,30500
31/03/20,27500
31/03/20,30306
01/04/20,30517
03/04/20,50517
03/04/20,64517
03/04/20,30517
04/04/20,30492
05/04/20,15992
05/04/20,12992
05/04/20,10000
05/04/20,9925
06/04/20,9867
12/04/20,9762
12/04/20,9657
12/04/20,9552
12/04/20,9447
12/04/20,9342
12/04/20,39342
12/04/20,9342
13/04/20,39342
13/04/20,9342
13/04/20,9341
13/04/20,4341
14/04/20,3313
14/04/20,33313
14/04/20,32312.29
15/04/20,32313.29
15/04/20,27313.29
15/04/20,19313.29
16/04/20,2313.29
17/04/20,2314.29
22/04/20,7314.29
22/04/20,2314.29
23/04/20,7314.29
23/04/20,7114.29
23/04/20,7114.3
23/04/20,7119.3
29/04/20,9917.3
30/04/20,9635.3
30/04/20,161360.3
30/04/20,30000
01/05/20,29990
02/05/20,29740
02/05/20,29640
03/05/20,29539
04/05/20,29516
04/05/20,129516
04/05/20,109516
04/05/20,89516
04/05/20,69516
04/05/20,49516
04/05/20,29516
04/05/20,29416
05/05/20,14916
05/05/20,11916
05/05/20,11866
06/05/20,11867
06/05/20,11791
06/05/20,11717
06/05/20,11667
07/05/20,11647
07/05/20,11347
07/05/20,11047
07/05/20,10997
07/05/20,11297
08/05/20,11247
09/05/20,11152
10/05/20,10753
10/05/20,10854
10/05/20,10256
11/05/20,10386
11/05/20,10361
11/05/20,10336
11/05/20,10311
11/05/20,10211
12/05/20,10161
13/05/20,8883
13/05/20,8833
14/05/20,38833
14/05/20,38683
15/05/20,8683
16/05/20,8633
17/05/20,8583
18/05/20,8538
18/05/20,8488
19/05/20,8431
19/05/20,8381
19/05/20,11174
20/05/20,11136
20/05/20,8343
21/05/20,8344
21/05/20,8279
21/05/20,8229
22/05/20,8129
22/05/20,8629
22/05/20,8129
23/05/20,8119
23/05/20,8019
23/05/20,8119
24/05/20,8079
24/05/20,7879
25/05/20,32879
25/05/20,27879
25/05/20,17879
25/05/20,7879
25/05/20,7884
25/05/20,7834
25/05/20,7734
26/05/20,7733
27/05/20,15737.27
27/05/20,7733.27
28/05/20,7723.27
29/05/20,189539.27
29/05/20,189532.27
29/05/20,20011.7
30/05/20,20001.7
31/05/20,19849.7
01/06/20,14849.7
02/06/20,19838
02/06/20,52838
02/06/20,42838
02/06/20,34838
02/06/20,31838
02/06/20,23838
02/06/20,19838
02/06/20,19843
02/06/20,19838
04/06/20,5338
04/06/20,2338
07/06/20,2538
07/06/20,2338
09/06/20,2264
09/06/20,2263
10/06/20,1070
10/06/20,1060
10/06/20,1061
11/06/20,1056
13/06/20,1051
14/06/20,31051
14/06/20,1051
14/06/20,1251
15/06/20,1051
21/06/20,1251
21/06/20,1051
23/06/20,1251
23/06/20,1051
30/06/20,186271
30/06/20,137500
30/06/20,37500
01/07/20,25500
01/07/20,19500
01/07/20,15500
01/07/20,15507
01/07/20,15602
01/07/20,5602
02/07/20,8389
03/07/20,18389
03/07/20,5786.31
04/07/20,23286.31
04/07/20,20286.31
04/07/20,5786.31
06/07/20,15786.31
06/07/20,10786.31
06/07/20,5786.31
08/07/20,5286.31
09/07/20,5136.31
09/07/20,15136.31
09/07/20,5136.31
10/07/20,15136.31
10/07/20,5136.31
14/07/20,5118.31
14/07/20,15118.31
15/07/20,5118.31
17/07/20,54118.31
17/07/20,5117.6
19/07/20,5112.6
19/07/20,7893.6
20/07/20,5112.6
28/07/20,4886.6
31/07/20,190107.6
31/07/20,40107
31/07/20,37500
31/07/20,37400
01/08/20,78987.88
01/08/20,57400
01/08/20,37400
01/08/20,37410
01/08/20,37360
01/08/20,37365
01/08/20,37315
03/08/20,57315
03/08/20,47315
03/08/20,37315
03/08/20,36950
03/08/20,36450
03/08/20,26450
04/08/20,26400
04/08/20,26390
05/08/20,23390
05/08/20,8890
05/08/20,8654.74
07/08/20,7822.74
07/08/20,106822.74
07/08/20,57822.74
07/08/20,7847.74
07/08/20,7822.74
08/08/20,7812.74
08/08/20,7802.74
09/08/20,7704.74
09/08/20,7694.74
09/08/20,7479.74
10/08/20,7469.74
11/08/20,7796.33
11/08/20,7469.74
11/08/20,469.74
11/08/20,2469.74
13/08/20,1469.74
16/08/20,1219.74
16/08/20,1169.74
17/08/20,1699.85
17/08/20,1674.85
17/08/20,516.85
20/08/20,3292.85
31/08/20,188515.85
31/08/20,45000
31/08/20,40000
01/09/20,20000
01/09/20,10000
01/09/20,9950
02/09/20,9450
02/09/20,9440
03/09/20,6691.95
04/09/20,6641.95
05/09/20,21141.95
05/09/20,6641.95
05/09/20,3641.95
