date,symbol,marketcapname,sector,price,today,quantity,bought value,current value,pl,,,Actual Sell,pl,,
21/07/25,TI,Midcap,FMCG,424.08,487.80,24,10177.95,11707.20,1529.25,,,,,,
15/04/25,SAILIFE,Midcap,Healthcare,753.65,871.95,13,9797.45,11335.35,1537.90,,,,,,
11/08/25,VSTTILLERS,Smallcap,Auto,4905.77,5675.00,2,9811.53,11350.00,1538.47,,,,,,
25/06/25,ARIHANTCAP,Smallcap,Financials,86.95,100.33,115,9999.21,11537.95,1538.74,,,,,,
16/06/25,STLTECH,Midcap,Industrials,103.00,119.05,97,9991.00,11547.85,1556.85,,,,,,
21/07/25,SWELECTES,Smallcap,Industrials,679.90,785.10,15,10198.50,11776.50,1578.00,,,,,,
22/08/25,GPIL,Midcap,Metals & Mining,239.00,276.70,42,10038.00,11621.40,1583.40,,,,,,
29/07/25,ZUARI,Smallcap,Chemicals,250.90,290.70,40,10036.00,11628.00,1592.00,,,,,,
30/05/25,SAILIFE,Midcap,Healthcare,748.00,871.95,13,9724.00,11335.35,1611.35,,,,,,
18/08/25,MARUTI,Largecap,Auto,14070.00,15684.00,1,14070.00,15684.00,1614.00,,,,,,
12/09/25,KMEW,Smallcap,Transportation,2254.10,2658.00,4,9016.40,10632.00,1615.60,,,,,,
13/05/25,SUVEN,Smallcap,Healthcare,160.30,186.41,62,9938.60,11557.42,1618.82,,,,,,
13/06/25,SCI,Midcap,Transportation,227.05,265.30,44,9990.38,11673.20,1682.82,,,,,,
30/05/25,GPPL,Midcap,Transportation,149.05,174.43,67,9986.16,11686.81,1700.65,,,,,,
18/07/25,DENTA,Smallcap,Realty,342.47,401.40,29,9931.60,11640.60,1709.00,,,,,,
12/08/25,ZOTA,Smallcap,Healthcare,1352.06,1597.10,7,9464.45,11179.70,1715.25,,,,,,
15/10/25,TATVA,Smallcap,Chemicals,1274.00,1489.40,8,10192.00,11915.20,1723.20,,,,,,
29/08/25,JINDALPHOT,Smallcap,Financials,1145.00,1337.00,9,10305.00,12033.00,1728.00,,,,,,
26/08/25,LUMAXIND,Smallcap,Auto,4020.00,4897.40,2,8040.00,9794.80,1754.80,,,,,,
08/04/25,CHOLAHLDNG,Largecap,Financials,1682.94,1976.50,6,10097.64,11859.00,1761.36,,,,,,
20/06/25,GALLANTT,Midcap,Metals & Mining,508.05,596.85,20,10161.10,11937.00,1775.90,,,,,,
11/08/25,UNIVCABLES,Smallcap,Industrials,732.92,860.50,14,10260.83,12047.00,1786.17,,,,,,
30/04/25,VMM,Largecap,Consumer Discretionary,115.95,136.94,86,9971.70,11776.84,1805.14,,,,,,
23/06/25,NORTHARC,Smallcap,Financials,228.90,270.85,44,10071.60,11917.40,1845.80,,,,,,
25/04/25,SBILIFE,Largecap,Financials,1690.00,2000.90,6,10140.00,12005.40,1865.40,,,,,,
22/08/25,APOLLO,Midcap,Aerospace & Defence,238.80,283.50,42,10029.76,11907.00,1877.24,,,,,,
04/08/25,ABCAPITAL,Largecap,Financials,279.00,331.40,36,10044.00,11930.40,1886.40,,,,,,
15/09/25,PARAGMILK,Smallcap,FMCG,297.98,353.65,34,10131.44,12024.10,1892.66,,,,,,
23/06/25,MRPL,Largecap,Energy,144.10,171.83,69,9942.90,11856.27,1913.37,,,,,,
23/04/25,SMSPHARMA,Smallcap,Healthcare,239.67,285.30,42,10066.20,11982.60,1916.40,,,,,,
20/10/25,DCBBANK,Midcap,Bank,147.00,175.50,68,9996.00,11934.00,1938.00,,,,,,
20/06/25,HYUNDAI,Largecap,Auto,1962.99,2356.10,5,9814.94,11780.50,1965.56,,,,,,
24/07/25,THYROCARE,Midcap,Healthcare,1317.59,1564.00,8,10540.73,12512.00,1971.27,,,,,,
01/10/25,TVSSRICHAK,Smallcap,Auto,3675.20,4336.10,3,11025.60,13008.30,1982.70,,,,,,
01/07/25,ASAHIINDIA,Largecap,Building Materials,803.79,969.35,12,9645.48,11632.20,1986.72,,,,,,
08/09/25,MUFIN,Smallcap,Financials,90.54,108.85,110,9959.40,11973.50,2014.10,,,,,,
30/05/25,MOSCHIP,Smallcap,I.T,190.40,228.75,53,10091.20,12123.75,2032.55,,,,,,
23/05/25,INDORAMA,Smallcap,Textiles,45.77,55.11,218,9977.86,12013.98,2036.12,,,,,,
27/06/25,INDRAMEDCO,Midcap,Healthcare,455.05,548.15,22,10011.12,12059.30,2048.18,,,,,,
21/05/25,JKTYRE,Midcap,Auto,381.02,460.00,26,9906.64,11960.00,2053.36,,,,,,
13/05/25,CENTUM,Smallcap,Consumer Discretionary,2035.33,2446.20,5,10176.63,12231.00,2054.37,,,,,,
09/07/25,MUFIN,Smallcap,Financials,90.17,108.85,111,10008.87,12082.35,2073.48,,,,,,
10/07/25,KIRLOSENG,Midcap,Industrials,902.75,1092.05,11,9930.25,12012.55,2082.30,,,,,,
09/10/25,DYNAMATECH,Midcap,Industrials,7630.50,9715.00,1,7630.50,9715.00,2084.50,,,,,,
11/07/25,DATAMATICS,Midcap,I.T,729.99,879.15,14,10219.82,12308.10,2088.28,,,,,,
14/07/25,ANANDRATHI,Largecap,Financials,2495.17,3022.30,4,9980.66,12089.20,2108.54,,,,,,
30/04/25,CEATLTD,Midcap,Auto,3277.08,3986.40,3,9831.25,11959.20,2127.95,,,,,,
13/08/25,NYKAA,Largecap,I.T,214.81,260.13,47,10096.07,12226.11,2130.04,,,,,,
28/10/25,PRECWIRE,Smallcap,Metals & Mining,222.00,269.37,45,9990.00,12121.65,2131.65,,,,,,
03/06/25,KIOCL,Largecap,Metals & Mining,314.95,382.00,32,10078.40,12224.00,2145.60,,,,,,
29/05/25,FMGOETZE,Smallcap,Auto,436.00,530.70,23,10028.00,12206.10,2178.10,,,,,,
16/09/25,SRM,Smallcap,Realty,515.85,634.10,19,9801.15,12047.90,2246.75,,,,,,
16/07/25,TI,Midcap,FMCG,396.14,487.80,25,9903.54,12195.00,2291.46,,,,,,
25/06/25,SAMMAANCAP,Midcap,Financials,143.00,176.14,70,10010.00,12329.80,2319.80,,,,,,
03/11/25,THANGAMAYL,Midcap,Consumer Discretionary,2709.10,3296.00,4,10836.40,13184.00,2347.60,,,,,,
19/05/25,KRBL,Midcap,FMCG,348.35,429.35,29,10102.28,12451.15,2348.87,,,,,,
21/07/25,KIOCL,Largecap,Metals & Mining,308.50,382.00,32,9872.00,12224.00,2352.00,,,,,,
19/05/25,DELHIVERY,Largecap,Transportation,352.00,436.40,28,9856.00,12219.20,2363.20,,,,,,
10/06/25,NESCO,Midcap,Realty,1023.74,1260.20,10,10237.42,12602.00,2364.58,,,,,,
28/10/25,CHENNPETRO,Midcap,Energy,831.00,1029.00,12,9972.00,12348.00,2376.00,,,,,,
09/05/25,PREMEXPLN,Smallcap,Chemicals,483.54,598.70,21,10154.42,12572.70,2418.28,,,,,,
06/08/25,BLACKBUCK,Midcap,Transportation,563.70,699.00,18,10146.60,12582.00,2435.40,,,,,,
11/04/25,STEELCAS,Smallcap,Industrials,175.76,218.78,57,10018.44,12470.46,2452.02,,,,,,
29/05/25,KIOCL,Largecap,Metals & Mining,307.60,382.00,33,10150.80,12606.00,2455.20,,,,,,
05/06/25,BAJAJINDEF,Smallcap,Industrials,290.60,363.15,34,9880.53,12347.10,2466.57,,,,,,
04/07/25,MUFIN,Smallcap,Financials,87.15,108.85,115,10022.25,12517.75,2495.50,,,,,,
27/06/25,PFOCUS,Midcap,Realty,137.99,172.67,72,9935.28,12432.24,2496.96,,,,,,
12/08/25,YATRA,Smallcap,I.T,150.00,187.55,67,10050.00,12565.85,2515.85,,,,,,
25/08/25,TEMBO,Smallcap,Consumer Discretionary,623.90,781.40,16,9982.40,12502.40,2520.00,,,,,,
03/06/25,FIEMIND,Midcap,Auto,1815.50,2235.90,6,10892.99,13415.40,2522.41,,,,,,
31/07/25,ACUTAAS,Midcap,Healthcare,1350.52,1711.10,7,9453.67,11977.70,2524.03,,,,,,
28/05/25,RICOAUTO,Smallcap,Auto,78.91,98.81,127,10021.63,12548.87,2527.24,,,,,,
14/10/25,MTARTECH,Midcap,Aerospace & Defence,2120.00,2626.60,5,10600.00,13133.00,2533.00,,,,,,
03/04/25,CSBBANK,Midcap,Bank,340.00,427.45,29,9860.00,12396.05,2536.05,,,,,,
17/06/25,GOKULAGRO,Smallcap,FMCG,156.30,196.49,64,10003.20,12575.36,2572.16,,,,,,
27/06/25,HUBTOWN,Smallcap,Realty,261.00,328.80,38,9918.00,12494.40,2576.40,,,,,,
18/09/25,TVSELECT,Smallcap,I.T,526.95,662.95,19,10012.05,12596.05,2584.00,,,,,,
22/05/25,INTERARCH,Smallcap,Metals & Mining,2054.56,2584.50,5,10272.81,12922.50,2649.69,,,,,,
02/06/25,KARURVYSYA,Largecap,Bank,197.61,249.60,51,10078.08,12729.60,2651.52,,,,,,
28/04/25,DCBBANK,Midcap,Bank,138.67,175.50,72,9984.28,12636.00,2651.72,,,,,,
21/05/25,HLEGLAS,Smallcap,Industrials,384.18,486.30,26,9988.59,12643.80,2655.21,,,,,,
29/05/25,ASAHIINDIA,Largecap,Building Materials,763.59,969.35,13,9926.61,12601.55,2674.94,,,,,,
27/10/25,IFBAGRO,Smallcap,FMCG,1208.90,1543.30,8,9671.20,12346.40,2675.20,,,,,,
03/06/25,SHREEPUSHK,Smallcap,Chemicals,326.27,412.70,31,10114.31,12793.70,2679.39,,,,,,
26/08/25,IZMO,Smallcap,I.T,679.75,860.25,15,10196.25,12903.75,2707.50,,,,,,
09/06/25,TVSELECT,Smallcap,I.T,520.00,662.95,19,9880.00,12596.05,2716.05,,,,,,
14/07/25,NEULANDLAB,Largecap,Healthcare,14738.79,17461.00,1,14738.79,17461.00,2722.21,,,,,,
31/10/25,RPEL,Smallcap,Building Materials,793.25,1004.65,13,10312.25,13060.45,2748.20,,,,,,
13/08/25,YATRA,Smallcap,I.T,147.00,187.55,68,9996.00,12753.40,2757.40,,,,,,
23/04/25,CHOICEIN,Midcap,Financials,612.00,784.85,16,9792.00,12557.60,2765.60,,,,,,
10/06/25,ADANIPOWER,Largecap,Power & Utilities,120.55,153.91,83,10005.65,12774.53,2768.88,,,,,,
23/09/25,TVSELECT,Smallcap,I.T,516.00,662.95,19,9804.00,12596.05,2792.05,,,,,,
13/10/25,GMBREW,Smallcap,FMCG,941.40,1197.30,11,10355.40,13170.30,2814.90,,,,,,
15/04/25,HCG,Midcap,Healthcare,574.00,739.85,17,9758.00,12577.45,2819.45,,,,,,
28/05/25,FMGOETZE,Smallcap,Auto,411.95,530.70,24,9886.80,12736.80,2850.00,,,,,,
24/07/25,POCL,Smallcap,Metals & Mining,1096.85,1414.40,9,9871.64,12729.60,2857.96,,,,,,
03/10/25,PRECWIRE,Smallcap,Metals & Mining,209.70,269.37,48,10065.60,12929.76,2864.16,,,,,,
12/05/25,MANINDS,Smallcap,Metals & Mining,330.15,426.55,30,9904.50,12796.50,2892.00,,,,,,
28/04/25,PARAS,Midcap,Aerospace & Defence,592.07,765.90,17,10065.17,13020.30,2955.13,,,,,,
17/07/25,IXIGO,Midcap,I.T,213.97,277.10,47,10056.59,13023.70,2967.11,,,,,,
22/05/25,STAR,Midcap,Healthcare,729.70,943.55,14,10215.83,13209.70,2993.87,,,,,,
27/03/25,MAHSCOOTER,Midcap,Financials,11335.01,14337.00,1,11335.01,14337.00,3001.99,,,,,,
02/06/25,FIEMIND,Midcap,Auto,1733.74,2235.90,6,10402.42,13415.40,3012.98,,,,,,
22/05/25,FORTIS,Largecap,Healthcare,717.10,937.70,14,10039.43,13127.80,3088.37,,,,,,
25/07/25,TATVA,Smallcap,Chemicals,1144.61,1489.40,9,10301.53,13404.60,3103.07,,,,,,
24/09/25,SANDUMA,Midcap,Metals & Mining,169.80,222.50,59,10018.20,13127.50,3109.30,,,,,,
02/07/25,TVSSRICHAK,Smallcap,Auto,3295.95,4336.10,3,9887.85,13008.30,3120.45,,,,,,
09/10/25,CUPID,Midcap,FMCG,237.95,312.84,42,9993.90,13139.28,3145.38,,,,,,
01/09/25,ATHERENERG,Largecap,Auto,491.90,649.60,20,9838.00,12992.00,3154.00,,,,,,
14/05/25,AIIL,Largecap,Financials,2143.50,2774.40,5,10717.50,13872.00,3154.50,,,,,,
13/05/25,MANINDS,Smallcap,Metals & Mining,324.00,426.55,31,10044.00,13223.05,3179.05,,,,,,
22/05/25,CARYSIL,Smallcap,Consumer Discretionary,786.97,1036.05,13,10230.61,13468.65,3238.04,,,,,,
22/05/25,RAMCOSYS,Smallcap,I.T,454.00,602.60,22,9988.00,13257.20,3269.20,,,,,,
29/05/25,CUMMINSIND,Largecap,Industrials,3159.20,4283.20,3,9477.60,12849.60,3372.00,,,,,,
24/06/25,BAJAJCON,Smallcap,FMCG,202.00,270.35,50,10100.00,13517.50,3417.50,,,,,,
25/08/25,RATEGAIN,Midcap,I.T,519.70,700.70,19,9874.30,13313.30,3439.00,,,,,,
25/08/25,IZMO,Smallcap,I.T,644.00,860.25,16,10304.00,13764.00,3460.00,,,,,,
04/07/25,CHENNPETRO,Midcap,Energy,761.38,1029.00,13,9897.97,13377.00,3479.03,,,,,,
09/10/25,GMBREW,Smallcap,FMCG,878.50,1197.30,11,9663.50,13170.30,3506.80,,,,,,
18/07/25,GMDCLTD,Midcap,Metals & Mining,421.04,567.60,24,10104.96,13622.40,3517.44,,,,,,
03/09/25,NETWEB,Midcap,I.T,2539.00,3438.00,4,10156.00,13752.00,3596.00,,,,,,
19/08/25,SJS,Midcap,Auto,1305.00,1758.70,8,10440.00,14069.60,3629.60,,,,,,
13/06/25,TVSSRICHAK,Smallcap,Auto,3121.86,4336.10,3,9365.57,13008.30,3642.73,,,,,,
09/05/25,CRAFTSMAN,Midcap,Auto,4915.86,6746.00,2,9831.71,13492.00,3660.29,,,,,,
09/07/25,SYRMA,Midcap,Consumer Discretionary,648.80,894.35,15,9731.99,13415.25,3683.26,,,,,,
14/08/25,MUTHOOTFIN,Largecap,Financials,2800.00,3725.60,4,11200.00,14902.40,3702.40,,,,,,
22/04/25,ASAHIINDIA,Largecap,Building Materials,703.43,969.35,14,9848.00,13570.90,3722.90,,,,,,
14/07/25,THYROCARE,Midcap,Healthcare,1149.00,1564.00,9,10341.01,14076.00,3734.99,,,,,,
18/06/25,RPEL,Smallcap,Building Materials,737.82,1004.65,14,10329.50,14065.10,3735.60,,,,,,
12/06/25,TI,Midcap,FMCG,352.99,487.80,28,9883.59,13658.40,3774.81,,,,,,
18/07/25,GARUDA,Smallcap,Realty,165.80,229.32,60,9948.00,13759.20,3811.20,,,,,,
07/05/25,CCL,Midcap,FMCG,757.53,1053.10,13,9847.93,13690.30,3842.37,,,,,,
06/06/25,TVSELECT,Smallcap,I.T,478.00,662.95,21,10038.00,13921.95,3883.95,,,,,,
07/05/25,TNPETRO,Smallcap,Energy,78.19,108.97,128,10008.15,13948.16,3940.01,,,,,,
20/05/25,INOXGREEN,Midcap,Miscellaneous,181.00,253.00,55,9955.00,13915.00,3960.00,,,,,,
22/08/25,IZMO,Smallcap,I.T,611.50,860.25,16,9784.00,13764.00,3980.00,,,,,,
03/09/25,TDPOWERSYS,Midcap,Industrials,555.42,785.70,18,9997.59,14142.60,4145.01,,,,,,
15/05/25,TI,Midcap,FMCG,344.65,487.80,29,9994.94,14146.20,4151.25,,,,,,
24/09/25,PRECWIRE,Smallcap,Metals & Mining,190.07,269.37,53,10073.71,14276.61,4202.90,,,,,,
18/07/25,INFOBEAN,Smallcap,I.T,428.72,612.00,23,9860.67,14076.00,4215.33,,,,,,
13/06/25,PSPPROJECT,Smallcap,Realty,700.90,1002.65,14,9812.60,14037.10,4224.50,,,,,,
17/04/25,GUJTHEM,Smallcap,Healthcare,309.47,446.90,32,9903.11,14300.80,4397.69,,,,,,
21/05/25,BANCOINDIA,Midcap,Auto,560.00,806.05,18,10080.00,14508.90,4428.90,,,,,,
01/07/25,ZOTA,Smallcap,Healthcare,1097.24,1597.10,9,9875.16,14373.90,4498.74,,,,,,
09/06/25,SJS,Midcap,Auto,1191.65,1758.70,8,9533.17,14069.60,4536.43,,,,,,
15/09/25,TVSELECT,Smallcap,I.T,455.25,662.95,22,10015.50,14584.90,4569.40,,,,,,
29/04/25,GRSE,Largecap,Aerospace & Defence,1971.65,2897.10,5,9858.24,14485.50,4627.27,,,,,,
23/06/25,CHENNPETRO,Midcap,Energy,691.89,1029.00,14,9686.53,14406.00,4719.47,,,,,,
19/05/25,PRECWIRE,Smallcap,Metals & Mining,183.41,269.37,55,10087.59,14815.35,4727.76,,,,,,
18/07/25,TATVA,Smallcap,Chemicals,1005.00,1489.40,10,10050.03,14894.00,4843.97,,,,,,
11/08/25,HBLENGINE,Largecap,Auto,692.19,1041.30,14,9690.63,14578.20,4887.57,,,,,,
11/08/25,YATRA,Smallcap,I.T,125.00,187.55,80,10000.00,15004.00,5004.00,,,,,,
28/07/25,CARTRADE,Midcap,Consumer Discretionary,2059.10,3080.40,5,10295.50,15402.00,5106.50,,,,,,
11/06/25,GMBREW,Smallcap,FMCG,795.25,1197.30,13,10338.25,15564.90,5226.65,,,,,,
31/07/25,STALLION,Smallcap,Chemicals,138.00,212.70,72,9936.00,15314.40,5378.40,,,,,,
15/07/25,JAYNECOIND,Midcap,Metals & Mining,48.40,74.52,207,10018.80,15425.64,5406.84,,,,,,
20/05/25,SRM,Smallcap,Realty,408.20,634.10,24,9796.80,15218.40,5421.60,,,,,,
08/05/25,KRISHANA,Smallcap,Chemicals,333.72,517.65,30,10011.59,15529.50,5517.91,,,,,,
28/04/25,RBLBANK,Midcap,Bank,204.75,318.65,49,10032.53,15613.85,5581.32,,,,,,
16/10/25,IFBAGRO,Smallcap,FMCG,984.95,1543.30,10,9849.50,15433.00,5583.50,,,,,,
08/10/25,IFBAGRO,Smallcap,FMCG,970.05,1543.30,10,9700.50,15433.00,5732.50,,,,,,
08/05/25,PRIVISCL,Midcap,Chemicals,2095.68,3244.20,5,10478.41,16221.00,5742.59,,,,,,
06/05/25,CCL,Midcap,FMCG,662.64,1053.10,15,9939.54,15796.50,5856.96,,,,,,
02/06/25,LUMAXTECH,Midcap,Auto,897.70,1430.40,11,9874.75,15734.40,5859.65,,,,,,
10/07/25,KMEW,Smallcap,Transportation,1675.00,2658.00,6,10050.00,15948.00,5898.00,,,,,,
21/05/25,TATVA,Smallcap,Chemicals,943.66,1489.40,11,10380.30,16383.40,6003.10,,,,,,
23/04/25,TVSELECT,Smallcap,I.T,412.00,662.95,24,9888.00,15910.80,6022.80,,,,,,
20/05/25,TATVA,Smallcap,Chemicals,925.08,1489.40,11,10175.91,16383.40,6207.49,,,,,,
04/08/25,ATHERENERG,Largecap,Auto,400.95,649.60,25,10023.75,16240.00,6216.25,,,,,,
24/07/25,JAYNECOIND,Midcap,Metals & Mining,45.70,74.52,219,10008.30,16319.88,6311.58,,,,,,
01/08/25,NETWEB,Midcap,I.T,2164.28,3438.00,5,10821.39,17190.00,6368.61,,,,,,
10/07/25,GARUDA,Smallcap,Realty,139.50,229.32,72,10044.00,16511.04,6467.04,,,,,,
13/05/25,TDPOWERSYS,Midcap,Industrials,466.76,785.70,21,9801.94,16499.70,6697.76,,,,,,
27/06/25,POCL,Smallcap,Metals & Mining,852.60,1414.40,12,10231.21,16972.80,6741.59,,,,,,
23/07/25,JAYNECOIND,Midcap,Metals & Mining,43.95,74.52,228,10020.60,16990.56,6969.96,,,,,,
26/06/25,POCL,Smallcap,Metals & Mining,815.06,1414.40,12,9780.70,16972.80,7192.10,,,,,,
09/05/25,SJS,Midcap,Auto,1032.96,1758.70,10,10329.59,17587.00,7257.40,,,,,,
05/05/25,PARAGMILK,Smallcap,FMCG,205.39,353.65,49,10064.08,17328.85,7264.77,,,,,,
11/07/25,NETWEB,Midcap,I.T,1957.63,3438.00,5,9788.14,17190.00,7401.86,,,,,,
01/10/25,MAHASTEEL,Smallcap,Metals & Mining,454.00,792.00,22,9988.00,17424.00,7436.00,,,,,,
30/05/25,LUMAXTECH,Midcap,Auto,807.69,1430.40,12,9692.22,17164.80,7472.58,,,,,,
25/04/25,THYROCARE,Midcap,Healthcare,877.00,1564.00,11,9646.95,17204.00,7557.05,,,,,,
02/05/25,FORCEMOT,Largecap,Auto,10040.33,17650.00,1,10040.33,17650.00,7609.67,,,,,,
21/05/25,GABRIEL,Midcap,Auto,656.37,1166.80,15,9845.57,17502.00,7656.43,,,,,,
24/06/25,IMFA,Midcap,Metals & Mining,772.95,1370.70,13,10048.40,17819.10,7770.70,,,,,,
21/07/25,STALLION,Smallcap,Chemicals,115.45,212.70,87,10044.15,18504.90,8460.75,,,,,,
14/05/25,HBLENGINE,Largecap,Auto,566.34,1041.30,18,10194.04,18743.40,8549.36,,,,,,
05/06/25,GARUDA,Smallcap,Realty,123.70,229.32,81,10019.70,18574.92,8555.22,,,,,,
02/06/25,IFBAGRO,Smallcap,FMCG,819.05,1543.30,12,9828.60,18519.60,8691.00,,,,,,
21/05/25,QPOWER,Midcap,Industrials,409.49,825.80,24,9827.65,19819.20,9991.55,,,,,,
03/09/25,MAHASTEEL,Smallcap,Metals & Mining,378.10,792.00,26,9830.60,20592.00,10761.40,,,,,,
07/08/25,IZMO,Smallcap,I.T,410.15,860.25,24,9843.60,20646.00,10802.40,,,,,,
18/07/25,CUPID,Midcap,FMCG,150.00,312.84,67,10050.00,20960.28,10910.28,,,,,,
09/05/25,APOLLO,Midcap,Aerospace & Defence,133.89,283.50,75,10041.75,21262.50,11220.75,,,,,,
29/05/25,IFBAGRO,Smallcap,FMCG,668.05,1543.30,15,10020.75,23149.50,13128.75,,,,,,
11/07/25,CUPID,Midcap,FMCG,119.01,312.84,84,9996.84,26278.56,16281.72,,,,,,
19/08/25,BGRENERGY,Smallcap,Realty,145.00,405.70,69,10005.00,27993.30,17988.30,,,,,,
