Symbol,Transaction Date,Total Shares
0P0000XVXV.BO,24 November 2020,238.452
0P0000XVXV.BO,01 January 2021,292.0112
0P0000XVXV.BO,05 April 2021,385.965
0P0000XVXV.BO,01 July 2022,927.154
0P0000XVXV.BO,01 August 2022,1005.865
0P0000XVXV.BO,08 April 2024,0
0P0000XVYC.BO,30 March 2020,662.252
0P0000XVYC.BO,31 March 2023,0
0P0000XVTL.BO,13 April 2020,517.063
0P0000XVTL.BO,04 May 2020,1198.959
0P0000XVTL.BO,01 December 2020,1453.853
0P0000XVTL.BO,30 April 2021,936.79
0P0000XVTL.BO,08 December 2021,0
0P0000XVU7.BO,30 March 2020,415.543
0P0000XVU7.BO,02 May 2023,0
0P00011MAX.BO,24 November 2020,493.315
0P00011MAX.BO,01 January 2021,609.292
0P00011MAX.BO,02 March 2021,715.987
0P00011MAX.BO,03 May 2021,1211.502
0P00011MAX.BO,01 October 2021,1288.814
0P00011MAX.BO,01 November 2021,1365.321
0P00011MAX.BO,01 December 2021,1516.325
0P00011MAX.BO,01 July 2022,1916.946
0P00011MAX.BO,01 August 2022,2065.021
0P0001J6FU.BO,16 December 2024,1898.23
0P0001J6FU.BO,23 December 2024,1927.888
0P0001J6FU.BO,30 December 2024,1957.571
0P0001J6FU.BO,07 January 2025,1987.173
0P0001J6FU.BO,13 January 2025,2019.464
0P0001J6FU.BO,20 January 2025,2050.464
0P0001J6FU.BO,27 January 2025,2084.08
0P0001J6FU.BO,03 February 2025,2116.737
0P0001J6FU.BO,10 February 2025,2149.523
0P0001J6FU.BO,17 February 2025,2184.643
0P0001J6FU.BO,24 February 2025,2219.641
0P0001J6FU.BO,03 March 2025,2256.273
0P0001J6FU.BO,10 March 2025,2291.421
0P0001J6FU.BO,17 March 2025,2327.223
0P0001J6FU.BO,24 March 2025,2360.319
0P0001J6FU.BO,01 April 2025,2394.308
0P0001J6FU.BO,08 April 2025,2429.31
0P0001J6FU.BO,15 April 2025,2462.805
0P0001J6FU.BO,22 April 2025,2494.98
0P0001J6FU.BO,29 April 2025,2527.592
0P0001J6FU.BO,06 May 2025,2561.25
0P0001J6FU.BO,13 May 2025,2593.507
0P0001J6FU.BO,20 May 2025,2624.669
0P0001J6FU.BO,27 May 2025,2655.32
0P0001J6FU.BO,03 June 2025,2685.436
0P0001J6FU.BO,10 June 2025,2714.579
0P0001J6FU.BO,17 June 2025,2744.233
0P0000XW04.BO,13 April 2020,165.371
0P0000XW04.BO,02 May 2023,0
0P0001FKEE.BO,01 September 2022,1135.02
0P0001FKEE.BO,03 October 2022,1907.779
0P0001FKEE.BO,01 November 2022,1954.982
0P0001FKEE.BO,07 November 2022,2001.902
0P0001FKEE.BO,14 November 2022,2049.573
0P0001FKEE.BO,21 November 2022,2097.354
0P0001FKEE.BO,28 November 2022,2143.907
0P0001FKEE.BO,05 December 2022,2190.098
0P0001FKEE.BO,13 December 2022,2236.375
0P0001FKEE.BO,19 December 2022,2282.841
0P0001FKEE.BO,26 December 2022,2330.916
0P0001FKEE.BO,02 January 2023,2377.783
0P0001FKEE.BO,09 January 2023,2425.183
0P0001FKEE.BO,16 January 2023,2472.637
0P0001FKEE.BO,23 January 2023,2520.656
0P0001FKEE.BO,30 January 2023,2569.886
0P0001FKEE.BO,06 February 2023,2618.56
0P0001FKEE.BO,13 February 2023,2667.348
0P0001FKEE.BO,20 February 2023,2715.683
0P0001FKEE.BO,27 February 2023,2765.186
0P0001FKEE.BO,06 March 2023,2813.784
0P0001FKEE.BO,13 March 2023,2863.464
0P0001FKEE.BO,20 March 2023,2913.602
0P0001FKEE.BO,27 March 2023,2964.289
0P0001FKEE.BO,05 April 2023,3013.268
0P0001FKEE.BO,08 April 2024,0
0P0000XW2M.BO,01 October 2020,151.749
0P0000XW2M.BO,24 November 2020,428.667
0P0000XW2M.BO,01 December 2020,564.259
0P0000XW2M.BO,08 December 2021,0
0P0000XW5X.BO,04 May 2020,511.898
0P0000XW5X.BO,26 May 2020,629.952
0P0000XW5X.BO,02 June 2020,859.838
0P0000XW5X.BO,06 July 2020,1075.677
0P0000XW5X.BO,10 July 2023,0
0P0001BA46.BO,16 April 2020,139.669
0P0001BA46.BO,26 May 2020,11.869
0P0001BA46.BO,10 August 2020,0
0P0000XW8F.BO,28 November 2023,434.813
0P0000XW8F.BO,11 December 2023,441.163
0P0000XW8F.BO,18 December 2023,447.381
0P0000XW8F.BO,26 December 2023,453.662
0P0000XW8F.BO,01 January 2024,459.836
0P0000XW8F.BO,08 January 2024,466.017
0P0000XW8F.BO,08 January 2024,472.198
0P0000XW8F.BO,15 January 2024,478.231
0P0000XW8F.BO,23 January 2024,484.37
0P0000XW8F.BO,29 January 2024,490.352
0P0000XW8F.BO,05 February 2024,496.242
0P0000XW8F.BO,12 February 2024,502.202
0P0000XW8F.BO,28 February 2024,513.928
0P0000XW8F.BO,05 March 2024,519.708
0P0000XW8F.BO,06 March 2024,525.51
0P0000XW8F.BO,20 March 2024,531.628
0P0000XW8F.BO,27 March 2024,537.515
0P0000XW8F.BO,03 April 2024,543.191
0P0000XW8F.BO,10 April 2024,548.81
0P0000XW8F.BO,18 April 2024,554.558
0P0000XW8F.BO,24 April 2024,560.255
0P0000XW8F.BO,02 May 2024,565.805
0P0000XW8F.BO,07 May 2024,571.499
0P0000XW8F.BO,13 May 2024,577.191
0P0000XW8F.BO,21 May 2024,582.607
0P0000XW8F.BO,27 May 2024,587.955
0P0000XW8F.BO,04 June 2024,593.654
0P0000XW8F.BO,10 June 2024,598.938
0P0000XW8F.BO,18 June 2024,604.017
0P0000XW8F.BO,24 June 2024,609.118
0P0000XW8F.BO,02 July 2024,614.17
0P0000XW8F.BO,08 July 2024,619.155
0P0000XW8F.BO,15 July 2024,624.076
0P0000XW8F.BO,22 July 2024,629.041
0P0000XW8F.BO,29 July 2024,633.875
0P0000XW8F.BO,05 August 2024,638.898
0P0000XW8F.BO,12 August 2024,643.869
0P0000XW8F.BO,19 August 2024,648.807
0P0000XW8F.BO,26 August 2024,653.647
0P0000XW8F.BO,02 September 2024,658.46
0P0000XW8F.BO,09 September 2024,663.281
0P0000XW8F.BO,16 September 2024,668
0P0000XW8F.BO,23 September 2024,672.683
0P0000XW8F.BO,30 September 2024,677.374
0P0000XW8F.BO,08 October 2024,683.388
0P0000XW8F.BO,14 October 2024,689.326
0P0000XW8F.BO,21 October 2024,695.379
0P0000XW8F.BO,28 October 2024,701.552
0P0000XW8F.BO,05 November 2024,707.685
0P0000XW8F.BO,11 November 2024,713.817
0P0000XW8F.BO,18 November 2024,720.117
0P0000XW8F.BO,25 November 2024,726.24
0P0000XW8F.BO,02 December 2024,732.287
0P0000XW8F.BO,09 December 2024,738.167
0P0000XW8F.BO,10 December 2024,939.779
0P0000XW8F.BO,16 December 2024,945.616
0P000133SB.BO,03 January 2022,885.399
0P000133SB.BO,01 February 2022,1184.672
0P000133SB.BO,02 March 2022,1622.287
0P000133SB.BO,02 May 2022,2450.609
0P000133SB.BO,01 August 2022,2657.095
0P000133SB.BO,03 April 2023,4230.925
0P000133SB.BO,10 April 2023,4278.99
0P000133SB.BO,17 April 2023,4326.228
0P000133SB.BO,25 April 2023,4373.363
0P000133SB.BO,02 May 2023,4396.302
0P000133SB.BO,08 May 2023,4419.023
0P000133SB.BO,15 May 2023,4441.62
0P000133SB.BO,22 May 2023,4463.955
0P000133SB.BO,29 May 2023,4486.244
0P000133SB.BO,07 June 2023,4507.918
0P000133SB.BO,12 June 2023,4529.54
0P000133SB.BO,19 June 2023,4550.72
0P000133SB.BO,26 June 2023,4571.857
0P000133SB.BO,03 July 2023,4592.84
0P000133SB.BO,10 July 2023,4613.86
0P000133SB.BO,17 July 2023,4634.264
0P000133SB.BO,24 July 2023,4654.429
0P000133SB.BO,31 July 2023,4674.235
0P000133SB.BO,07 August 2023,4694.111
0P000133SB.BO,14 August 2023,4714.022
0P000133SB.BO,22 August 2023,4733.281
0P000133SB.BO,28 August 2023,4752.37
0P000133SB.BO,04 September 2023,4770.746
0P000133SB.BO,11 September 2023,4788.707
0P000133SB.BO,18 September 2023,4807.129
0P000133SB.BO,25 September 2023,4825.787
0P000133SB.BO,03 October 2023,4844.185
0P000133SB.BO,09 October 2023,4862.907
0P000133SB.BO,16 October 2023,4881.044
0P000133SB.BO,23 October 2023,4899.921
0P000133SB.BO,30 October 2023,4918.625
0P000133SB.BO,06 November 2023,4936.971
0P000133SB.BO,13 November 2023,4954.861
0P000133SB.BO,20 November 2023,4968.751
0P000133SB.BO,28 November 2023,4982.702
0P000133SB.BO,04 December 2023,4996.161
0P000133SB.BO,11 December 2023,5009.591
0P000133SB.BO,18 December 2023,5022.883
0P000133SB.BO,26 December 2023,5036.281
0P000133SB.BO,01 January 2024,5049.557
0P000133SB.BO,08 January 2024,5062.71
0P000133SB.BO,15 January 2024,5075.697
0P000133SB.BO,23 January 2024,5088.915
0P000133SB.BO,29 January 2024,5101.733
0P000133SB.BO,07 February 2024,5114.226
0P000133SB.BO,12 February 2024,5127.243
0P000133SB.BO,28 February 2024,5152.799
0P000133SB.BO,05 March 2024,5165.592
0P000133SB.BO,06 March 2024,5178.596
0P000133SB.BO,20 March 2024,5192.386
0P000133SB.BO,27 March 2024,5205.577
0P000133SB.BO,03 April 2024,5218.171
0P000133SB.BO,10 April 2024,5230.654
0P000133SB.BO,18 April 2024,5243.264
0P000133SB.BO,24 April 2024,5255.555
0P000133SB.BO,02 May 2024,5267.504
0P000133SB.BO,07 May 2024,5279.696
0P000133SB.BO,13 May 2024,5292.117
0P000133SB.BO,21 May 2024,5303.909
0P000133SB.BO,27 May 2024,5315.613
0P000133SB.BO,04 June 2024,5327.931
0P000133SB.BO,10 June 2024,5339.197
0P000133SB.BO,18 June 2024,5350.022
0P000133SB.BO,24 June 2024,5360.791
0P000133SB.BO,02 July 2024,5371.368
0P000133SB.BO,08 July 2024,5381.946
0P000133SB.BO,15 July 2024,5392.504
0P000133SB.BO,22 July 2024,5403.325
0P000133SB.BO,29 July 2024,5413.776
0P000133SB.BO,06 August 2024,5424.816
0P000133SB.BO,12 August 2024,5435.594
0P000133SB.BO,19 August 2024,5446.219
0P000133SB.BO,26 August 2024,5456.647
0P000133SB.BO,02 September 2024,5467.028
0P000133SB.BO,09 September 2024,5477.428
0P000133SB.BO,16 September 2024,5487.532
0P000133SB.BO,23 September 2024,5497.611
0P000133SB.BO,30 September 2024,5507.753
0P000133SB.BO,08 October 2024,5520.755
0P000133SB.BO,14 October 2024,5533.343
0P000133SB.BO,21 October 2024,5546.121
0P000133SB.BO,28 October 2024,5559.57
0P000133SB.BO,05 November 2024,5572.592
0P000133SB.BO,11 November 2024,5585.859
0P000133SB.BO,18 November 2024,5599.541
0P000133SB.BO,25 November 2024,5612.717
0P000133SB.BO,02 December 2024,5625.504
0P000133SB.BO,09 December 2024,5637.869
0P000133SB.BO,16 December 2024,5650.202
0P000133SB.BO,23 December 2024,5664.492
0P000133SB.BO,30 December 2024,5678.874
0P000133SB.BO,07 January 2025,5693.186
0P000133SB.BO,13 January 2025,5708.963
0P000133SB.BO,20 January 2025,5724.199
0P000133SB.BO,27 January 2025,5740.878
0P000133SB.BO,03 February 2025,5757.287
0P000133SB.BO,10 February 2025,5773.75
0P000133SB.BO,17 February 2025,5791.718
0P000133SB.BO,24 February 2025,5809.601
0P000133SB.BO,03 March 2025,5828.508
0P000133SB.BO,10 March 2025,5846.868
0P000133SB.BO,17 March 2025,5865.336
0P000133SB.BO,24 March 2025,5882.338
0P000133SB.BO,01 April 2025,5899.846
0P000133SB.BO,08 April 2025,5918.069
0P000133SB.BO,15 April 2025,5935.482
0P000133SB.BO,22 April 2025,5952.189
0P000133SB.BO,29 April 2025,5969.153
0P000133SB.BO,06 May 2025,5986.609
0P000133SB.BO,13 May 2025,6003.246
0P000133SB.BO,20 May 2025,6019.379
0P000133SB.BO,27 May 2025,6035.324
0P000133SB.BO,03 June 2025,6051.014
0P000133SB.BO,10 June 2025,6066.125
0P000133SB.BO,17 June 2025,6081.535
0P000148GR.BO,13 April 2020,568.692
0P000148GR.BO,08 February 2021,0
0P0000XUZ6.BO,24 November 2020,212.755
0P0000XUZ6.BO,01 January 2021,259.8602
0P0000XUZ6.BO,05 April 2021,343.7979
0P0000XUZ6.BO,01 September 2021,405.6529
0P0000XUZ6.BO,01 November 2021,434.5929
0P0000XUZ6.BO,01 December 2021,491.9589
0P0000XUZ6.BO,03 January 2022,757.0989
0P0000XUZ6.BO,01 April 2022,927.7679
0P0000XUZ6.BO,03 July 2023,0
0P0000XUZC.BO,26 May 2020,291.121
0P0000XUZC.BO,02 June 2020,745.796
0P0000XUZC.BO,01 July 2020,859.362
0P0000XUZC.BO,10 July 2023,0
0P0000XVI2.BO,13 April 2020,211.104
0P0000XVI2.BO,02 May 2023,0
0P0000XVGP.BO,08 December 2021,969.507
0P0000XVGP.BO,01 February 2022,1160.995
0P0000XVGP.BO,02 May 2022,1986.206
0P0000XVGP.BO,01 June 2022,2199.551
0P0000XVGP.BO,01 August 2022,2400.991
0P0000XVGP.BO,14 August 2023,0
0P00017844.BO,30 March 2020,1208.5
0P00017844.BO,31 March 2023,0
0P0000XV9V.BO,04 May 2020,403.527
0P0000XV9V.BO,01 June 2020,500.1192
0P0000XV9V.BO,03 August 2020,671.2322
0P0000XV9V.BO,01 September 2020,830.7292
0P0000XV9V.BO,01 October 2020,989.7972
0P0000XV9V.BO,02 November 2020,1144.7222
0P0000XV9V.BO,01 December 2020,1283.3582
0P0000XV9V.BO,01 January 2021,1414.0352
0P0000XV9V.BO,10 February 2021,1531.8762
0P0000XV9V.BO,02 March 2021,1648.6862
0P0000XV9V.BO,05 April 2021,1767.1942
0P0000XV9V.BO,03 May 2021,1883.0272
0P0000XV9V.BO,02 June 2021,1991.7612
0P0000XV9V.BO,02 July 2021,2096.5472
0P0000XV9V.BO,03 August 2021,2196.3512
0P0000XV9V.BO,01 September 2021,2292.7902
0P0000XV9V.BO,04 October 2021,2386.1872
0P0000XV9V.BO,31 March 2023,0
0P00012ALS.BO,16 December 2024,765.286
0P00012ALS.BO,16 December 2024,776.765
0P00012ALS.BO,23 December 2024,788.684
0P00012ALS.BO,30 December 2024,800.353
0P00012ALS.BO,06 January 2025,812.254
0P00012ALS.BO,13 January 2025,825.363
0P00012ALS.BO,20 January 2025,838.339
0P00012ALS.BO,27 January 2025,852.248
0P00012ALS.BO,03 February 2025,865.867
0P00012ALS.BO,10 February 2025,879.657
0P00012ALS.BO,17 February 2025,893.989
0P00012ALS.BO,24 February 2025,908.337
0P00012ALS.BO,03 March 2025,923.115
0P00012ALS.BO,10 March 2025,938.036
0P00012ALS.BO,17 March 2025,952.793
0P00012ALS.BO,24 March 2025,966.945
0P00012ALS.BO,01 April 2025,981.32
0P00012ALS.BO,08 April 2025,996.348
0P00012ALS.BO,15 April 2025,1010.994
0P00012ALS.BO,22 April 2025,1025.093
0P00012ALS.BO,29 April 2025,1038.92
0P00012ALS.BO,06 May 2025,1052.743
0P00012ALS.BO,13 May 2025,1066.065
0P00012ALS.BO,20 May 2025,1079.396
0P00012ALS.BO,27 May 2025,1092.607
0P00012ALS.BO,03 June 2025,1105.792
0P00012ALS.BO,10 June 2025,1118.689
0P00012ALS.BO,17 June 2025,1131.692
0P0000I4UP.BO,16 April 2020,283.179
0P0000I4UP.BO,26 May 2020,10.975
0P0000I4UP.BO,10 August 2020,0
0P0000XVG6.BO,01 September 2022,516.178
0P0000XVG6.BO,03 October 2022,868.269
0P0000XVG6.BO,01 November 2022,888.935
0P0000XVG6.BO,07 November 2022,909.5
0P0000XVG6.BO,14 November 2022,930.052
0P0000XVG6.BO,21 November 2022,950.881
0P0000XVG6.BO,28 November 2022,971.214
0P0000XVG6.BO,05 December 2022,991.393
0P0000XVG6.BO,13 December 2022,1011.567
0P0000XVG6.BO,19 December 2022,1031.93
0P0000XVG6.BO,26 December 2022,1052.853
0P0000XVG6.BO,02 January 2023,1073.502
0P0000XVG6.BO,09 January 2023,1094.212
0P0000XVG6.BO,16 January 2023,1115.091
0P0000XVG6.BO,23 January 2023,1135.69
0P0000XVG6.BO,30 January 2023,1156.892
0P0000XVG6.BO,06 February 2023,1177.734
0P0000XVG6.BO,13 February 2023,1198.587
0P0000XVG6.BO,20 February 2023,1219.365
0P0000XVG6.BO,27 February 2023,1240.613
0P0000XVG6.BO,06 March 2023,1261.46
0P0000XVG6.BO,13 March 2023,1282.862
0P0000XVG6.BO,20 March 2023,1304.445
0P0000XVG6.BO,27 March 2023,1326.106
0P0000XVG6.BO,05 April 2023,1347.053
0P0000XVG6.BO,11 April 2023,1388.665
0P0000XVG6.BO,17 April 2023,1430.217
0P0000XVG6.BO,25 April 2023,1471.474
0P0000XVG6.BO,02 May 2023,1491.567
0P0000XVG6.BO,08 May 2023,1511.394
0P0000XVG6.BO,15 May 2023,1531.03
0P0000XVG6.BO,22 May 2023,1550.733
0P0000XVG6.BO,29 May 2023,1570.101
0P0000XVG6.BO,07 June 2023,1589.091
0P0000XVG6.BO,12 June 2023,1608.163
0P0000XVG6.BO,19 June 2023,1627.039
0P0000XVG6.BO,26 June 2023,1646.044
0P0000XVG6.BO,03 July 2023,1664.42
0P0000XVG6.BO,10 July 2023,1682.741
0P0000XVG6.BO,17 July 2023,1700.688
0P0000XVG6.BO,24 July 2023,1718.543
0P0000XVG6.BO,31 July 2023,1736.195
0P0000XVG6.BO,07 August 2023,1753.988
0P0000XVG6.BO,14 August 2023,1771.816
0P0000XVG6.BO,14 August 2023,3483.326
0P0000XVG6.BO,22 August 2023,3501.036
0P0000XVG6.BO,28 August 2023,3518.779
0P0000XVG6.BO,04 September 2023,3536.208
0P0000XVG6.BO,11 September 2023,3553.162
0P0000XVG6.BO,18 September 2023,3570.175
0P0000XVG6.BO,25 September 2023,3587.561
0P0000XVG6.BO,03 October 2023,3604.883
0P0000XVG6.BO,09 October 2023,3622.359
0P0000XVG6.BO,16 October 2023,3639.546
0P0000XVG6.BO,23 October 2023,3657.272
0P0000XVG6.BO,30 October 2023,3675.075
0P0000XVG6.BO,06 November 2023,3692.515
0P0000XVG6.BO,13 November 2023,3709.897
0P0000XVG6.BO,20 November 2023,3723.696
0P0000XVG6.BO,28 November 2023,3737.379
0P0000XVG6.BO,04 December 2023,3750.531
0P0000XVG6.BO,11 December 2023,3763.42
0P0000XVG6.BO,18 December 2023,3776
0P0000XVG6.BO,26 December 2023,3788.669
0P0000XVG6.BO,01 January 2024,3801.108
0P0000XVG6.BO,08 January 2024,3813.549
0P0000XVG6.BO,15 January 2024,3825.707
0P0000XVG6.BO,23 January 2024,3838.315
0P0000XVG6.BO,29 January 2024,3850.588
0P0000XVG6.BO,05 February 2024,3862.851
0P0000XVG6.BO,12 February 2024,3875.101
0P0000XVG6.BO,19 February 2024,3887.048
0P0000XVG6.BO,28 February 2024,3899.006
0P0000XVG6.BO,04 March 2024,3910.655
0P0000XVG6.BO,11 March 2024,3922.359
0P0000XVG6.BO,13 March 2024,3934.346
0P0000XVG6.BO,20 March 2024,3946.342
0P0000XVG6.BO,27 March 2024,3958.05
0P0000XVG6.BO,03 April 2024,3969.496
0P0000XVG6.BO,10 April 2024,3980.776
0P0000XVG6.BO,18 April 2024,3992.409
0P0000XVG6.BO,24 April 2024,4003.807
0P0000XVG6.BO,02 May 2024,4015.002
0P0000XVG6.BO,07 May 2024,4026.397
0P0000XVG6.BO,13 May 2024,4037.868
0P0000XVG6.BO,21 May 2024,4049.04
0P0000XVG6.BO,27 May 2024,4060.054
0P0000XVG6.BO,04 June 2024,4071.64
0P0000XVG6.BO,10 June 2024,4082.508
0P0000XVG6.BO,18 June 2024,4093.168
0P0000XVG6.BO,24 June 2024,4103.835
0P0000XVG6.BO,02 July 2024,4114.297
0P0000XVG6.BO,08 July 2024,4124.62
0P0000XVG6.BO,15 July 2024,4134.848
0P0000XVG6.BO,22 July 2024,4145.189
0P0000XVG6.BO,29 July 2024,4155.342
0P0000XVG6.BO,06 August 2024,4165.85
0P0000XVG6.BO,12 August 2024,4176.218
0P0000XVG6.BO,19 August 2024,4186.52
0P0000XVG6.BO,26 August 2024,4196.659
0P0000XVG6.BO,02 September 2024,4206.706
0P0000XVG6.BO,09 September 2024,4216.861
0P0000XVG6.BO,16 September 2024,4226.849
0P0000XVG6.BO,23 September 2024,4236.687
0P0000XVG6.BO,30 September 2024,4246.544
0P0000XVG6.BO,08 October 2024,4259.216
0P0000XVG6.BO,14 October 2024,4271.755
0P0000XVG6.BO,21 October 2024,4284.454
0P0000XVG6.BO,28 October 2024,4297.472
0P0000XVG6.BO,05 November 2024,4310.44
0P0000XVG6.BO,11 November 2024,4323.383
0P0000XVG6.BO,19 November 2024,4336.666
0P0000XVG6.BO,25 November 2024,4349.568
0P0000XVG6.BO,02 December 2024,4362.438
0P0000XVG6.BO,09 December 2024,4374.999
0P0000XVG6.BO,16 December 2024,4387.523
0P0000XVG6.BO,23 December 2024,4402.08
0P0000XVG6.BO,30 December 2024,4416.712
0P0000XVG6.BO,07 January 2025,4431.334
0P0000XVG6.BO,13 January 2025,4446.564
0P0000XVG6.BO,20 January 2025,4461.515
0P0000XVG6.BO,27 January 2025,4477.075
0P0000XVG6.BO,03 February 2025,4492.222
0P0000XVG6.BO,10 February 2025,4507.409
0P0000XVG6.BO,17 February 2025,4523.039
0P0000XVG6.BO,24 February 2025,4538.78
0P0000XVG6.BO,03 March 2025,4554.874
0P0000XVG6.BO,10 March 2025,4570.677
0P0000XVG6.BO,17 March 2025,4586.464
0P0000XVG6.BO,24 March 2025,4601.387
0P0000XVG6.BO,01 April 2025,4616.66
0P0000XVG6.BO,07 April 2025,4100.482
0P0000XVG6.BO,08 April 2025,4116.169
0P0000XVG6.BO,15 April 2025,4131.332
0P0000XVG6.BO,22 April 2025,4145.972
0P0000XVG6.BO,29 April 2025,4160.541
0P0000XVG6.BO,06 May 2025,4175.19
0P0000XVG6.BO,13 May 2025,4189.614
0P0000XVG6.BO,20 May 2025,4203.912
0P0000XVG6.BO,27 May 2025,4218.018
0P0000XVG6.BO,03 June 2025,4232.199
0P0000XVG6.BO,10 June 2025,4246.029
0P0000XVG6.BO,17 June 2025,4260.056
0P0000XW3I.BO,10 July 2020,326.568
0P0000XW3I.BO,31 December 2020,457.864
0P0000XW3I.BO,02 February 2021,845.241
0P0000XW3I.BO,14 March 2024,0
0P00011MAT.BO,02 March 2021,437.168
0P00011MAT.BO,03 May 2021,856.962
0P00011MAT.BO,01 July 2021,1106.575
0P00011MAT.BO,02 August 2021,1221.485
0P00011MAT.BO,01 September 2021,1333.336
0P00011MAT.BO,01 November 2021,1437.108
0P00011MAT.BO,01 December 2021,1651.322
0P00011MAT.BO,08 December 2021,2805.032
0P00011MAT.BO,01 June 2022,3027.589
0P00011MAT.BO,01 August 2022,3234.062
0P00011MAT.BO,27 October 2022,3334.338
0P00011MAT.BO,05 December 2022,3358.628
0P00011MAT.BO,13 December 2022,3383.267
0P00011MAT.BO,19 December 2022,3408.226
0P00011MAT.BO,26 December 2022,3433.971
0P00011MAT.BO,02 January 2023,3459.32
0P00011MAT.BO,09 January 2023,3484.798
0P00011MAT.BO,16 January 2023,3510.506
0P00011MAT.BO,23 January 2023,3536.241
0P00011MAT.BO,30 January 2023,3562.617
0P00011MAT.BO,06 February 2023,3588.674
0P00011MAT.BO,13 February 2023,3614.628
0P00011MAT.BO,20 February 2023,3640.496
0P00011MAT.BO,27 February 2023,3666.838
0P00011MAT.BO,06 March 2023,3692.733
0P00011MAT.BO,13 March 2023,3719.316
0P00011MAT.BO,20 March 2023,3746.202
0P00011MAT.BO,27 March 2023,3773.398
0P00011MAT.BO,05 April 2023,3800.032
0P00011MAT.BO,10 April 2023,3853.097
0P00011MAT.BO,17 April 2023,3905.826
0P00011MAT.BO,25 April 2023,3958.958
0P00011MAT.BO,02 May 2023,3984.923
0P00011MAT.BO,08 May 2023,4010.537
0P00011MAT.BO,15 May 2023,4035.85
0P00011MAT.BO,22 May 2023,4061.04
0P00011MAT.BO,29 May 2023,4085.845
0P00011MAT.BO,07 June 2023,4110.13
0P00011MAT.BO,12 June 2023,4134.624
0P00011MAT.BO,19 June 2023,4158.643
0P00011MAT.BO,26 June 2023,4182.713
0P00011MAT.BO,03 July 2023,4206.427
0P00011MAT.BO,10 July 2023,4230.163
0P00011MAT.BO,17 July 2023,4253.457
0P00011MAT.BO,24 July 2023,4276.895
0P00011MAT.BO,31 July 2023,4299.991
0P00011MAT.BO,07 August 2023,4323.117
0P00011MAT.BO,14 August 2023,4346.537
0P00011MAT.BO,22 August 2023,4369.68
0P00011MAT.BO,28 August 2023,4392.827
0P00011MAT.BO,04 September 2023,4415.5
0P00011MAT.BO,11 September 2023,4437.398
0P00011MAT.BO,18 September 2023,4459.77
0P00011MAT.BO,25 September 2023,4482.529
0P00011MAT.BO,03 October 2023,4505.214
0P00011MAT.BO,09 October 2023,4528.161
0P00011MAT.BO,16 October 2023,4550.752
0P00011MAT.BO,23 October 2023,4574.111
0P00011MAT.BO,30 October 2023,4597.47
0P00011MAT.BO,06 November 2023,4620.246
0P00011MAT.BO,13 November 2023,4642.772
0P00011MAT.BO,20 November 2023,4660.461
0P00011MAT.BO,28 November 2023,4677.992
0P00011MAT.BO,04 December 2023,4695.068
0P00011MAT.BO,07 April 2025,1461.008
0P0000YWL1.BO,26 May 2020,394.91
0P0000YWL1.BO,02 June 2020,543.853
0P0000YWL1.BO,01 July 2020,756.802
0P0000YWL1.BO,03 August 2020,1083.465
0P0000YWL1.BO,01 September 2020,1700.924
0P0000YWL1.BO,02 February 2021,1830.741
0P0000YWL1.BO,09 February 2021,2081.464
0P0000YWL1.BO,01 November 2021,2267.361
0P0000YWL1.BO,01 December 2021,2361.605
0P0000YWL1.BO,01 April 2022,2929.104
0P0000YWL1.BO,01 August 2022,3126.505
0P0000YWL1.BO,03 April 2023,4643.185
0P0000YWL1.BO,10 April 2023,4689.335
0P0000YWL1.BO,17 April 2023,4735.117
0P0000YWL1.BO,25 April 2023,4780.671
0P0000YWL1.BO,02 May 2023,4802.973
0P0000YWL1.BO,08 May 2023,4825.224
